tourney_id,tourney_name,tourney_date,surface,winner,country_winner,loser,country_loser,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,aces
2018-M009,Rome Masters,20180514,Clay,"Fognini, Fabio",ITA,"Thiem, Dominic",AUT,6-4 1-6 6-3,3,R32,124.0,2.0,1.0,75.0,53.0,34.0,13.0,13.0,3.0,6.0,3.0,6.0,94.0,52.0,35.0,22.0,13.0,9.0,12.0,21.0,1805.0,8.0,3545.0,1.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Nadal, Rafael",ESP,"Thiem, Dominic",AUT,6-0 6-2,3,QF,68.0,0.0,1.0,35.0,25.0,21.0,8.0,7.0,0.0,0.0,4.0,5.0,51.0,21.0,11.0,11.0,7.0,7.0,12.0,1.0,8770.0,7.0,3665.0,0.0
2018-520,Roland Garros,20180528,Clay,"Nadal, Rafael",ESP,"Thiem, Dominic",AUT,6-4 6-3 6-2,5,F,162.0,0.0,3.0,82.0,56.0,46.0,12.0,14.0,2.0,3.0,7.0,5.0,102.0,59.0,40.0,15.0,13.0,12.0,17.0,1.0,8770.0,8.0,3355.0,0.0
2018-560,Us Open,20180827,Hard,"Nadal, Rafael",ESP,"Thiem, Dominic",AUT,0-6 6-4 7-5 6-7(4) 7-6(5),5,QF,289.0,3.0,4.0,167.0,110.0,74.0,32.0,26.0,7.0,13.0,18.0,4.0,170.0,98.0,70.0,40.0,28.0,12.0,17.0,1.0,10040.0,9.0,3485.0,1.0
2018-540,Wimbledon,20180702,Grass,"Baghdatis, Marcos",CYP,"Thiem, Dominic",AUT,6-4 7-5 2-0 RET,5,R128,97.0,10.0,2.0,56.0,27.0,25.0,23.0,12.0,0.0,0.0,7.0,8.0,83.0,40.0,32.0,18.0,12.0,4.0,7.0,95.0,599.0,7.0,3835.0,6.0
2018-0500,Halle,20180618,Grass,"Sugita, Yuichi",JPN,"Thiem, Dominic",AUT,6-2 7-5,3,R16,88.0,6.0,2.0,58.0,41.0,33.0,10.0,10.0,1.0,1.0,7.0,4.0,79.0,42.0,31.0,14.0,10.0,10.0,13.0,52.0,980.0,7.0,3835.0,4.0
2018-580,Australian Open,20180115,Hard,"Sandgren, Tennys",USA,"Thiem, Dominic",AUT,6-2 4-6 7-6(4) 6-7(7) 6-3,5,R16,234.0,20.0,4.0,186.0,138.0,101.0,26.0,26.0,10.0,12.0,20.0,4.0,161.0,104.0,79.0,30.0,25.0,4.0,8.0,97.0,583.0,5.0,4060.0,5.0
2018-M021,Madrid Masters,20180507,Clay,"Zverev, Alexander",GER,"Thiem, Dominic",AUT,6-4 6-4,3,F,78.0,1.0,0.0,54.0,35.0,29.0,13.0,10.0,0.0,0.0,2.0,2.0,56.0,36.0,26.0,11.0,10.0,2.0,4.0,3.0,5195.0,7.0,3545.0,1.0
2018-0605,Tour Finals,20181112,Hard,"Federer, Roger",SUI,"Thiem, Dominic",AUT,6-2 6-3,3,RR,66.0,4.0,0.0,38.0,22.0,19.0,13.0,8.0,0.0,0.0,1.0,3.0,64.0,32.0,18.0,16.0,9.0,3.0,7.0,3.0,6020.0,8.0,3895.0,4.0
2018-0319,Kitzbuhel,20180730,Clay,"Klizan, Martin",SVK,"Thiem, Dominic",AUT,6-1 1-6 7-5,3,R16,118.0,3.0,1.0,73.0,50.0,35.0,16.0,13.0,4.0,6.0,5.0,2.0,79.0,49.0,36.0,17.0,13.0,5.0,8.0,112.0,491.0,8.0,3665.0,2.0
2018-0337,Vienna,20181022,Hard,"Nishikori, Kei",JPN,"Thiem, Dominic",AUT,6-3 6-1,3,QF,68.0,0.0,2.0,48.0,32.0,21.0,11.0,8.0,5.0,6.0,5.0,3.0,48.0,25.0,17.0,6.0,8.0,5.0,10.0,11.0,2910.0,7.0,3825.0,0.0
2018-5014,Shanghai Masters,20181008,Hard,"Ebden, Matthew",AUS,"Gojowczyk, Peter",GER,6-2 6-3,3,R16,50.0,15.0,1.0,43.0,32.0,28.0,8.0,9.0,0.0,0.0,3.0,2.0,53.0,30.0,21.0,10.0,8.0,2.0,5.0,51.0,974.0,68.0,786.0,18.0
2018-M015,Beijing,20181001,Hard,"Edmund, Kyle",GBR,"Gojowczyk, Peter",GER,3-6 6-1 6-2,3,R32,91.0,13.0,2.0,76.0,46.0,32.0,15.0,12.0,2.0,5.0,6.0,3.0,65.0,34.0,23.0,9.0,12.0,3.0,9.0,16.0,1855.0,70.0,786.0,9.0
2018-M007,Miami Masters,20180319,Hard,"Millman, John",AUS,"Gojowczyk, Peter",GER,2-6 6-4 6-4,3,R128,98.0,0.0,4.0,90.0,66.0,44.0,12.0,14.0,3.0,6.0,5.0,4.0,86.0,44.0,32.0,22.0,14.0,5.0,8.0,96.0,613.0,50.0,985.0,0.0
2018-0421,Canada Masters,20180806,Hard,"Verdasco, Fernando",ESP,"Gojowczyk, Peter",GER,6-2 6-2,3,R64,54.0,5.0,4.0,45.0,25.0,20.0,14.0,8.0,0.0,0.0,5.0,3.0,46.0,20.0,16.0,6.0,8.0,1.0,5.0,31.0,1305.0,48.0,1021.0,6.0
2018-0425,Barcelona,20180423,Clay,"Pella, Guido",ARG,"Gojowczyk, Peter",GER,6-4 6-4,3,R64,89.0,9.0,1.0,64.0,41.0,33.0,11.0,10.0,4.0,5.0,7.0,1.0,75.0,45.0,33.0,11.0,10.0,5.0,8.0,60.0,858.0,50.0,979.0,6.0
2018-0451,Doha,20180101,Hard,"Monfils, Gael",FRA,"Gojowczyk, Peter",GER,6-3 7-6(6),3,QF,87.0,8.0,4.0,70.0,51.0,37.0,8.0,11.0,1.0,3.0,0.0,0.0,68.0,35.0,21.0,19.0,10.0,3.0,6.0,46.0,1015.0,60.0,817.0,6.0
2018-0328,Basel,20181022,Hard,"Tsitsipas, Stefanos",GRE,"Gojowczyk, Peter",GER,6-3 6-1,3,R16,61.0,10.0,1.0,46.0,30.0,25.0,9.0,8.0,2.0,2.0,2.0,5.0,51.0,19.0,13.0,12.0,8.0,2.0,6.0,16.0,2155.0,60.0,856.0,10.0
2018-0322,Geneva,20180521,Clay,"Fucsovics, Marton",HUN,"Gojowczyk, Peter",GER,6-2 6-2,3,F,67.0,6.0,1.0,41.0,23.0,21.0,11.0,8.0,0.0,0.0,1.0,2.0,58.0,29.0,15.0,14.0,8.0,5.0,9.0,60.0,884.0,49.0,1045.0,5.0
2018-0414,Hamburg,20180723,Clay,"Jarry, Nicolas",CHI,"Gojowczyk, Peter",GER,6-1 6-2,3,R32,52.0,4.0,3.0,41.0,22.0,19.0,10.0,8.0,0.0,1.0,3.0,2.0,41.0,20.0,12.0,5.0,7.0,5.0,10.0,69.0,789.0,44.0,1023.0,5.0
2018-560,Us Open,20180827,Hard,"Jarry, Nicolas",CHI,"Gojowczyk, Peter",GER,7-6(4) 4-6 6-1 7-5,5,R128,155.0,21.0,7.0,126.0,76.0,63.0,25.0,21.0,9.0,11.0,12.0,15.0,127.0,72.0,60.0,18.0,20.0,3.0,7.0,42.0,1063.0,47.0,1038.0,8.0
2018-0301,Auckland,20180108,Hard,"Haase, Robin",NED,"Gojowczyk, Peter",GER,6-4 6-4,3,QF,84.0,4.0,3.0,80.0,38.0,24.0,23.0,10.0,8.0,10.0,7.0,5.0,65.0,34.0,25.0,13.0,10.0,2.0,6.0,43.0,1130.0,65.0,782.0,3.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Bautista Agut, Roberto",ESP,"Gojowczyk, Peter",GER,6-4 6-3,3,R64,79.0,1.0,1.0,61.0,40.0,28.0,13.0,10.0,3.0,4.0,3.0,0.0,54.0,31.0,19.0,13.0,9.0,4.0,7.0,16.0,2175.0,50.0,979.0,1.0
2018-540,Wimbledon,20180702,Grass,"Del Potro, Juan Martin",ARG,"Gojowczyk, Peter",GER,6-3 6-4 6-3,5,R128,110.0,22.0,2.0,79.0,54.0,45.0,14.0,14.0,4.0,4.0,3.0,4.0,95.0,50.0,34.0,21.0,14.0,9.0,13.0,4.0,5080.0,39.0,1153.0,12.0
2018-0352,Paris Masters,20181029,Hard,"Dzumhur, Damir",BIH,"Gojowczyk, Peter",GER,6-4 7-6(5),3,R64,86.0,1.0,3.0,65.0,40.0,34.0,12.0,11.0,0.0,2.0,5.0,6.0,84.0,36.0,27.0,21.0,11.0,6.0,9.0,52.0,940.0,61.0,881.0,1.0
2018-0424,New York,20180212,Hard,"Mannarino, Adrian",FRA,"Gojowczyk, Peter",GER,6-7(5) 7-5 4-1 RET,3,R16,120.0,4.0,1.0,97.0,67.0,51.0,16.0,15.0,6.0,7.0,10.0,3.0,93.0,65.0,46.0,15.0,14.0,5.0,8.0,25.0,1670.0,63.0,816.0,2.0
2018-M009,Rome Masters,20180514,Clay,"Fognini, Fabio",ITA,"Gojowczyk, Peter",GER,6-4 6-4,3,R16,93.0,1.0,2.0,65.0,43.0,29.0,14.0,10.0,3.0,4.0,2.0,5.0,67.0,36.0,27.0,11.0,10.0,5.0,8.0,21.0,1805.0,53.0,973.0,1.0
2018-6242,Winston Salem,20180820,Hard,"Carreno Busta, Pablo",ESP,"Gojowczyk, Peter",GER,6-2 7-6(5),3,R16,96.0,5.0,1.0,68.0,51.0,37.0,10.0,10.0,5.0,5.0,8.0,9.0,89.0,41.0,33.0,18.0,10.0,5.0,7.0,12.0,2380.0,45.0,1038.0,3.0
2018-M021,Madrid Masters,20180507,Clay,"Ramos, Albert",ESP,"Gojowczyk, Peter",GER,5-7 6-2 7-5,3,R64,151.0,7.0,6.0,120.0,77.0,50.0,20.0,16.0,9.0,13.0,5.0,4.0,99.0,56.0,40.0,16.0,16.0,1.0,7.0,42.0,1145.0,52.0,979.0,3.0
2018-580,Australian Open,20180115,Hard,"Zverev, Alexander",GER,"Gojowczyk, Peter",GER,6-1 6-3 4-6 6-3,5,R64,119.0,25.0,1.0,103.0,70.0,55.0,19.0,18.0,1.0,2.0,9.0,5.0,111.0,68.0,47.0,17.0,17.0,12.0,17.0,4.0,4610.0,62.0,827.0,13.0
2018-M004,Acapulco,20180226,Hard,"Zverev, Alexander",GER,"Gojowczyk, Peter",GER,7-6(6) 6-3,3,R16,90.0,7.0,4.0,80.0,49.0,38.0,13.0,11.0,8.0,9.0,4.0,5.0,57.0,29.0,23.0,14.0,10.0,0.0,2.0,5.0,4450.0,51.0,971.0,5.0
2018-M024,Cincinnati Masters,20180813,Hard,"Federer, Roger",SUI,"Gojowczyk, Peter",GER,6-4 6-4,3,R32,72.0,12.0,4.0,61.0,39.0,31.0,15.0,10.0,5.0,5.0,11.0,3.0,64.0,35.0,29.0,11.0,10.0,2.0,4.0,2.0,6480.0,47.0,1013.0,10.0
2018-M006,Indian Wells Masters,20180305,Hard,"Sela, Dudi",ISR,"Gojowczyk, Peter",GER,6-4 6-4,3,R128,64.0,2.0,4.0,59.0,35.0,27.0,12.0,10.0,2.0,4.0,7.0,9.0,56.0,27.0,21.0,12.0,10.0,2.0,6.0,97.0,595.0,50.0,1016.0,2.0
2018-520,Roland Garros,20180528,Clay,"Norrie, Cameron",GBR,"Gojowczyk, Peter",GER,6-1 2-0 RET,5,R128,41.0,4.0,0.0,31.0,21.0,15.0,7.0,5.0,1.0,1.0,3.0,1.0,32.0,17.0,7.0,5.0,4.0,4.0,7.0,85.0,682.0,43.0,1175.0,6.0
2018-0341,Metz,20180917,Hard,"Nishikori, Kei",JPN,"Gojowczyk, Peter",GER,7-6(4) 6-3,3,R16,94.0,5.0,0.0,75.0,42.0,33.0,19.0,11.0,3.0,4.0,8.0,2.0,69.0,38.0,30.0,14.0,10.0,0.0,2.0,12.0,2475.0,45.0,1028.0,3.0
2018-0499,Delray Beach,20180219,Hard,"Tiafoe, Francis",USA,"Gojowczyk, Peter",GER,6-1 6-4,3,F,61.0,13.0,7.0,53.0,27.0,24.0,13.0,9.0,4.0,5.0,2.0,1.0,44.0,21.0,14.0,9.0,8.0,2.0,6.0,91.0,614.0,64.0,821.0,13.0
2018-0301,Auckland,20180108,Hard,"Chung, Hyeon",KOR,"Sandgren, Tennys",USA,6-3 5-7 6-3,3,R32,131.0,2.0,3.0,96.0,65.0,46.0,14.0,15.0,9.0,12.0,7.0,0.0,95.0,52.0,35.0,18.0,15.0,7.0,12.0,62.0,832.0,96.0,583.0,1.0
2018-580,Australian Open,20180115,Hard,"Chung, Hyeon",KOR,"Sandgren, Tennys",USA,6-4 7-6(5) 6-3,5,QF,148.0,7.0,3.0,107.0,81.0,57.0,16.0,16.0,6.0,8.0,12.0,5.0,104.0,57.0,41.0,21.0,15.0,9.0,13.0,58.0,857.0,97.0,583.0,3.0
2018-M015,Beijing,20181001,Hard,"Dimitrov, Grigor",BUL,"Sandgren, Tennys",USA,7-5 6-3,3,R32,82.0,1.0,2.0,55.0,32.0,24.0,17.0,11.0,1.0,2.0,8.0,3.0,66.0,43.0,32.0,8.0,10.0,3.0,6.0,8.0,3755.0,59.0,862.0,1.0
2018-7581,Chengdu,20180924,Hard,"Kukushkin, Mikhail",KAZ,"Sandgren, Tennys",USA,6-4 6-3,3,R32,86.0,0.0,0.0,55.0,33.0,23.0,13.0,9.0,0.0,1.0,8.0,3.0,69.0,39.0,30.0,9.0,10.0,4.0,8.0,87.0,676.0,55.0,911.0,0.0
2018-0891,Pune,20180101,Hard,"Simon, Gilles",FRA,"Sandgren, Tennys",USA,6-4 6-1,3,R32,76.0,2.0,2.0,58.0,33.0,19.0,14.0,9.0,2.0,4.0,1.0,2.0,46.0,24.0,14.0,6.0,8.0,4.0,9.0,89.0,610.0,96.0,583.0,2.0
2018-M021,Madrid Masters,20180507,Clay,"Shapovalov, Denis",CAN,"Sandgren, Tennys",USA,6-1 6-4,3,R64,54.0,3.0,0.0,42.0,26.0,23.0,13.0,9.0,0.0,0.0,3.0,2.0,44.0,33.0,22.0,4.0,8.0,2.0,5.0,43.0,1128.0,58.0,928.0,3.0
2018-M006,Indian Wells Masters,20180305,Hard,"Ferrer, David",ESP,"Sandgren, Tennys",USA,6-2 7-6(3),3,R64,107.0,2.0,1.0,77.0,47.0,32.0,19.0,10.0,6.0,7.0,3.0,3.0,76.0,53.0,30.0,13.0,10.0,7.0,10.0,33.0,1325.0,59.0,893.0,1.0
2018-0717,Houston,20180409,Clay,"Johnson, Steve",USA,"Sandgren, Tennys",USA,7-6(2) 2-6 6-4,3,F,142.0,5.0,3.0,90.0,53.0,40.0,20.0,15.0,2.0,5.0,6.0,3.0,107.0,61.0,42.0,26.0,15.0,12.0,14.0,51.0,975.0,56.0,898.0,2.0
2018-6932,Rio De Janeiro,20180219,Clay,"Fognini, Fabio",ITA,"Sandgren, Tennys",USA,4-6 6-4 7-6(6),3,R16,137.0,1.0,5.0,93.0,55.0,38.0,26.0,16.0,2.0,4.0,9.0,0.0,92.0,59.0,42.0,20.0,16.0,2.0,4.0,21.0,1850.0,60.0,860.0,0.0
2018-0322,Geneva,20180521,Clay,"Fognini, Fabio",ITA,"Sandgren, Tennys",USA,7-6(3) 7-6(5),3,QF,118.0,4.0,1.0,90.0,57.0,41.0,19.0,12.0,9.0,11.0,9.0,3.0,76.0,47.0,37.0,16.0,12.0,2.0,4.0,19.0,1895.0,55.0,923.0,2.0
2018-0425,Barcelona,20180423,Clay,"Jaziri, Malek",TUN,"Sandgren, Tennys",USA,6-4 6-4,3,R64,94.0,2.0,0.0,65.0,34.0,24.0,22.0,10.0,3.0,3.0,7.0,4.0,63.0,43.0,32.0,6.0,10.0,5.0,7.0,88.0,673.0,49.0,993.0,1.0
2018-540,Wimbledon,20180702,Grass,"Djokovic, Novak",SRB,"Sandgren, Tennys",USA,6-3 6-1 6-2,5,R128,93.0,0.0,2.0,57.0,40.0,33.0,12.0,12.0,0.0,1.0,5.0,4.0,94.0,57.0,34.0,11.0,12.0,12.0,19.0,21.0,1715.0,57.0,923.0,0.0
2018-560,Us Open,20180827,Hard,"Djokovic, Novak",SRB,"Sandgren, Tennys",USA,6-1 6-3 6-7(2) 6-2,5,R64,166.0,6.0,3.0,114.0,81.0,57.0,19.0,19.0,2.0,3.0,11.0,4.0,129.0,79.0,51.0,21.0,18.0,9.0,16.0,6.0,4445.0,61.0,876.0,2.0
2018-M007,Miami Masters,20180319,Hard,"Garcia Lopez, Guillermo",ESP,"Sandgren, Tennys",USA,7-6(3) 7-6(6),3,R128,122.0,3.0,11.0,94.0,48.0,40.0,22.0,12.0,3.0,4.0,10.0,0.0,81.0,53.0,42.0,14.0,12.0,2.0,3.0,69.0,779.0,58.0,903.0,1.0
2018-0429,Stockholm,20181015,Hard,"Isner, John",USA,"Sandgren, Tennys",USA,7-6(8) 6-7(5) 7-6(2),3,QF,169.0,19.0,0.0,123.0,85.0,69.0,21.0,18.0,0.0,1.0,12.0,1.0,129.0,69.0,50.0,41.0,18.0,6.0,7.0,10.0,3290.0,62.0,838.0,7.0
2018-520,Roland Garros,20180528,Clay,"Hurkacz, Hubert",POL,"Sandgren, Tennys",USA,6-2 6-2 3-6 6-3,5,R128,131.0,6.0,1.0,99.0,65.0,50.0,21.0,17.0,3.0,4.0,7.0,7.0,115.0,67.0,50.0,16.0,17.0,3.0,8.0,188.0,315.0,54.0,953.0,3.0
2018-7290,Estoril,20180430,Clay,"Tiafoe, Francis",USA,"Sandgren, Tennys",USA,3-6 7-6(5) 7-6(4),3,R32,170.0,2.0,2.0,126.0,81.0,52.0,22.0,16.0,7.0,12.0,9.0,4.0,111.0,58.0,43.0,25.0,17.0,3.0,7.0,64.0,823.0,51.0,993.0,1.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Kohlschreiber, Philipp",GER,"Sandgren, Tennys",USA,6-2 6-2,3,R64,70.0,4.0,1.0,53.0,34.0,26.0,11.0,8.0,1.0,1.0,0.0,1.0,49.0,29.0,17.0,6.0,8.0,2.0,6.0,40.0,1230.0,47.0,1033.0,3.0
2018-0533,Sao Paulo,20180226,Clay,"Dutra Silva, Rogerio",BRA,"Sandgren, Tennys",USA,6-0 6-4,3,R32,71.0,2.0,1.0,44.0,35.0,27.0,7.0,8.0,4.0,4.0,4.0,2.0,54.0,33.0,21.0,6.0,8.0,3.0,7.0,106.0,531.0,58.0,893.0,2.0
2018-6242,Winston Salem,20180820,Hard,"Koepfer, Dominik",GER,"Sandgren, Tennys",USA,6-2 7-6(5),3,R32,88.0,4.0,2.0,57.0,36.0,32.0,12.0,10.0,0.0,0.0,7.0,4.0,75.0,49.0,33.0,11.0,10.0,8.0,10.0,243.0,232.0,61.0,872.0,3.0
2018-580,Australian Open,20180115,Hard,"Chung, Hyeon",KOR,"Medvedev, Daniil",RUS,7-6(4) 6-1 6-1,5,R64,116.0,3.0,4.0,77.0,46.0,39.0,20.0,13.0,2.0,3.0,12.0,2.0,97.0,63.0,38.0,13.0,13.0,6.0,12.0,58.0,857.0,53.0,884.0,2.0
2018-M021,Madrid Masters,20180507,Clay,"Edmund, Kyle",GBR,"Medvedev, Daniil",RUS,6-4 6-0,3,R64,77.0,2.0,2.0,66.0,41.0,27.0,15.0,8.0,7.0,7.0,3.0,5.0,52.0,30.0,17.0,9.0,8.0,3.0,7.0,22.0,1757.0,51.0,1019.0,2.0
2018-M024,Cincinnati Masters,20180813,Hard,"Coric, Borna",CRO,"Medvedev, Daniil",RUS,6-2 6-3,3,R64,70.0,4.0,0.0,48.0,33.0,28.0,12.0,9.0,2.0,2.0,4.0,2.0,50.0,23.0,17.0,11.0,8.0,2.0,5.0,21.0,1745.0,56.0,927.0,3.0
2018-560,Us Open,20180827,Hard,"Coric, Borna",CRO,"Medvedev, Daniil",RUS,6-3 7-5 6-2,5,R32,128.0,7.0,2.0,90.0,55.0,40.0,20.0,15.0,4.0,6.0,8.0,8.0,94.0,46.0,27.0,24.0,14.0,7.0,13.0,20.0,1735.0,36.0,1182.0,3.0
2018-0352,Paris Masters,20181029,Hard,"Coric, Borna",CRO,"Medvedev, Daniil",RUS,6-4 6-4,3,R32,74.0,6.0,1.0,52.0,37.0,35.0,6.0,10.0,2.0,2.0,4.0,5.0,64.0,36.0,28.0,11.0,10.0,2.0,4.0,13.0,2460.0,17.0,1977.0,5.0
2018-M010,S-Hertogenbosch,20180611,Grass,"Verdasco, Fernando",ESP,"Medvedev, Daniil",RUS,6-4 6-1,3,R16,55.0,8.0,3.0,51.0,38.0,29.0,7.0,9.0,3.0,4.0,1.0,3.0,49.0,29.0,16.0,9.0,8.0,2.0,6.0,34.0,1280.0,52.0,974.0,9.0
2018-0375,Montpellier,20180205,Hard,"Gasquet, Richard",FRA,"Medvedev, Daniil",RUS,6-0 6-3,3,R32,56.0,2.0,1.0,38.0,21.0,18.0,11.0,7.0,0.0,0.0,1.0,3.0,52.0,30.0,16.0,9.0,8.0,8.0,13.0,33.0,1375.0,56.0,919.0,2.0
2018-0568,St. Petersburg,20180917,Hard,"Thiem, Dominic",AUT,"Medvedev, Daniil",RUS,6-2 3-6 7-6(2),3,QF,126.0,10.0,1.0,82.0,41.0,32.0,23.0,14.0,1.0,3.0,3.0,6.0,99.0,55.0,37.0,22.0,15.0,12.0,15.0,8.0,3665.0,35.0,1262.0,5.0
2018-M009,Rome Masters,20180514,Clay,"Haase, Robin",NED,"Medvedev, Daniil",RUS,3-6 6-4 6-1,3,R64,104.0,2.0,3.0,80.0,54.0,33.0,12.0,13.0,3.0,8.0,7.0,1.0,79.0,44.0,26.0,14.0,13.0,2.0,9.0,44.0,1120.0,50.0,1009.0,1.0
2018-M035,Washington,20180730,Hard,"Shapovalov, Denis",CAN,"Medvedev, Daniil",RUS,3-6 6-1 6-4,3,R32,120.0,15.0,8.0,78.0,47.0,41.0,14.0,13.0,6.0,8.0,2.0,9.0,97.0,50.0,33.0,22.0,13.0,6.0,10.0,26.0,1530.0,63.0,892.0,8.0
2018-M014,Moscow,20181015,Hard,"Khachanov, Karen",RUS,"Medvedev, Daniil",RUS,6-1 6-7(5) 6-3,3,SF,106.0,8.0,0.0,90.0,66.0,51.0,15.0,15.0,0.0,0.0,4.0,3.0,83.0,50.0,37.0,16.0,13.0,3.0,6.0,26.0,1640.0,21.0,1797.0,5.0
2018-7290,Estoril,20180430,Clay,"Sousa, Joao",POR,"Medvedev, Daniil",RUS,7-6(1) 7-5,3,R32,105.0,2.0,1.0,70.0,46.0,34.0,13.0,12.0,2.0,5.0,2.0,2.0,80.0,49.0,27.0,15.0,12.0,4.0,8.0,68.0,805.0,50.0,1019.0,1.0
2018-M016,Eastbourne,20180625,Grass,"Johnson, Steve",USA,"Medvedev, Daniil",RUS,6-2 6-4,3,R32,75.0,7.0,5.0,52.0,32.0,29.0,11.0,9.0,3.0,3.0,3.0,4.0,72.0,34.0,25.0,15.0,9.0,5.0,8.0,42.0,1110.0,59.0,917.0,6.0
2018-540,Wimbledon,20180702,Grass,"Mannarino, Adrian",FRA,"Medvedev, Daniil",RUS,6-4 6-3 4-6 5-7 6-3,5,R32,192.0,8.0,1.0,139.0,93.0,64.0,22.0,25.0,4.0,11.0,12.0,4.0,144.0,76.0,52.0,28.0,25.0,5.0,14.0,26.0,1580.0,67.0,847.0,2.0
2018-M006,Indian Wells Masters,20180305,Hard,"Carreno Busta, Pablo",ESP,"Medvedev, Daniil",RUS,6-1 7-5,3,R32,89.0,6.0,3.0,79.0,51.0,36.0,14.0,10.0,11.0,12.0,8.0,6.0,61.0,41.0,29.0,5.0,9.0,4.0,8.0,14.0,2315.0,57.0,924.0,4.0
2018-0407,Rotterdam,20180212,Hard,"Seppi, Andreas",ITA,"Medvedev, Daniil",RUS,7-6(4) 4-6 6-3,3,QF,123.0,15.0,1.0,101.0,74.0,56.0,10.0,16.0,4.0,7.0,6.0,7.0,98.0,63.0,44.0,19.0,15.0,5.0,8.0,81.0,686.0,57.0,894.0,7.0
2018-M007,Miami Masters,20180319,Hard,"Zverev, Alexander",GER,"Medvedev, Daniil",RUS,6-4 1-6 7-6(5),3,R64,133.0,7.0,5.0,101.0,66.0,47.0,16.0,14.0,8.0,11.0,8.0,5.0,104.0,65.0,44.0,22.0,15.0,6.0,8.0,5.0,4505.0,52.0,959.0,3.0
2018-0421,Canada Masters,20180806,Hard,"Zverev, Alexander",GER,"Medvedev, Daniil",RUS,6-3 6-2,3,R16,52.0,5.0,0.0,40.0,23.0,22.0,14.0,9.0,0.0,0.0,5.0,1.0,46.0,30.0,19.0,7.0,8.0,0.0,3.0,3.0,5665.0,68.0,822.0,6.0
2018-5014,Shanghai Masters,20181008,Hard,"Federer, Roger",SUI,"Medvedev, Daniil",RUS,6-4 4-6 6-4,3,R32,99.37,10.0,0.0,86.0,61.0,50.0,9.0,15.0,1.0,3.0,5.0,3.0,101.0,66.0,42.0,19.0,15.0,4.0,7.0,2.0,6900.0,22.0,1762.0,6.0
2018-0328,Basel,20181022,Hard,"Federer, Roger",SUI,"Medvedev, Daniil",RUS,6-1 6-4,3,SF,64.0,6.0,5.0,55.0,30.0,26.0,10.0,9.0,2.0,3.0,1.0,7.0,59.0,29.0,14.0,14.0,8.0,5.0,9.0,3.0,6260.0,20.0,1842.0,6.0
2018-0311,London,20180618,Grass,"Chardy, Jeremy",FRA,"Medvedev, Daniil",RUS,7-6(6) 6-3,3,R16,83.0,14.0,3.0,64.0,44.0,38.0,12.0,11.0,0.0,0.0,12.0,5.0,74.0,44.0,33.0,14.0,10.0,2.0,3.0,61.0,910.0,53.0,962.0,10.0
2018-520,Roland Garros,20180528,Clay,"Pouille, Lucas",FRA,"Medvedev, Daniil",RUS,6-2 6-3 6-4,5,R128,99.0,9.0,2.0,76.0,45.0,37.0,19.0,14.0,3.0,4.0,4.0,6.0,89.0,43.0,25.0,23.0,13.0,4.0,9.0,16.0,2030.0,53.0,974.0,5.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Nishikori, Kei",JPN,"Medvedev, Daniil",RUS,7-5 6-2,3,R32,100.0,1.0,3.0,62.0,28.0,24.0,20.0,10.0,5.0,6.0,1.0,5.0,81.0,43.0,29.0,14.0,10.0,6.0,10.0,36.0,1280.0,49.0,984.0,1.0
2018-580,Australian Open,20180115,Hard,"Chung, Hyeon",KOR,"Zverev, Alexander",GER,5-7 7-6(3) 2-6 6-3 6-0,5,R32,202.0,5.0,3.0,142.0,107.0,83.0,17.0,24.0,3.0,6.0,21.0,5.0,136.0,84.0,60.0,28.0,23.0,6.0,10.0,58.0,857.0,4.0,4610.0,1.0
2018-0500,Halle,20180618,Grass,"Coric, Borna",CRO,"Zverev, Alexander",GER,6-1 6-4,3,R32,84.0,4.0,1.0,59.0,37.0,24.0,15.0,9.0,5.0,6.0,2.0,2.0,53.0,39.0,23.0,4.0,8.0,3.0,7.0,34.0,1245.0,3.0,5965.0,3.0
2018-0421,Canada Masters,20180806,Hard,"Tsitsipas, Stefanos",GRE,"Zverev, Alexander",GER,3-6 7-6(11) 6-4,3,QF,147.0,5.0,6.0,120.0,57.0,35.0,33.0,16.0,9.0,14.0,5.0,6.0,85.0,60.0,43.0,9.0,15.0,0.0,4.0,27.0,1534.0,3.0,5665.0,2.0
2018-520,Roland Garros,20180528,Clay,"Thiem, Dominic",AUT,"Zverev, Alexander",GER,6-4 6-2 6-1,5,QF,110.0,5.0,3.0,67.0,42.0,33.0,17.0,13.0,2.0,2.0,2.0,4.0,89.0,64.0,34.0,11.0,12.0,6.0,12.0,8.0,3355.0,3.0,5615.0,3.0
